     1 , 4090596.00
     2 , 4088194.00
     3 , 4059849.25
     4 , 4175507.00
     5 , 3965442.50
     6 , 3970866.00
     7 , 3991742.00
     8 , 3848599.75
     9 , 3646284.00
    10 , 3546155.00
    11 , 3411570.75
    12 , 3425763.50
    13 , 3176903.00
    14 , 2888765.25
    15 , 2895332.00
    16 , 2682365.75
    17 , 2395744.50
    18 , 2246544.25
    19 , 2065879.75
    20 , 1822722.25
    21 , 1527538.50
    22 , 1497173.62
    23 , 1409604.38
    24 , 1119687.62
    25 ,  801578.38
    26 ,  660591.12
    27 ,  423631.66
    28 ,  215339.88
    29 ,  -58094.95
    30 , -325344.94
    31 , -585567.69
    32 , -688698.44
    33 , -1024226.88
    34 , -1188291.50
    35 , -1421274.88
    36 , -1514187.12
    37 , -1808351.62
    38 , -2074636.00
    39 , -2490389.75
    40 , -2423139.50
    41 , -2634758.50
    42 , -2767120.75
    43 , -3068270.50
    44 , -3241991.50
    45 , -3370463.25
    46 , -3310796.75
    47 , -3415623.00
    48 , -3757962.00
    49 , -3889248.00
    50 , -3812902.25
    51 , -3814216.75
    52 , -4014355.00
    53 , -4057734.00
    54 , -4205544.00
    55 , -4020961.75
    56 , -4130278.50
    57 , -4209186.00
    58 , -4150834.00
    59 , -4220488.50
    60 , -4177097.75
    61 , -4264265.00
    62 , -4145606.00
    63 , -4047888.00
    64 , -3978246.50
    65 , -3652532.00
    66 , -3725681.50
    67 , -3465008.25
    68 , -3560922.50
    69 , -3268726.50
    70 , -3141868.50
    71 , -3068018.00
    72 , -2879276.75
    73 , -2713701.50
    74 , -2601432.25
    75 , -2590858.00
    76 , -2220960.00
    77 , -1981985.50
    78 , -1700166.75
    79 , -1564610.12
    80 , -1411075.12
    81 , -1103131.62
    82 , -1030564.38
    83 , -830009.62
    84 , -391758.12
    85 , -341603.41
    86 ,  -75260.02
    87 ,  127057.02
    88 ,  269184.50
    89 ,  821946.00
    90 ,  872513.38
    91 , 1096201.50
    92 , 1402051.25
    93 , 1583778.50
    94 , 1827085.25
    95 , 2032786.50
    96 , 2027181.25
    97 , 2344001.25
    98 , 2443498.25
    99 , 2722381.50
   100 , 2827364.00
   101 , 3161105.00
   102 , 3261682.50
   103 , 3364042.25
   104 , 3375884.75
   105 , 3607892.00
   106 , 3668855.00
   107 , 3881500.00
   108 , 3964429.50
   109 , 3829506.25
   110 , 4113427.00
   111 , 4067326.50
   112 , 4067733.75
   113 , 4099705.25
   114 , 4242158.00
   115 , 4152730.00
   116 , 4174282.50
   117 , 4279111.00
   118 , 4331271.00
   119 , 4091881.50
   120 , 4220410.50
   121 , 3811188.25
   122 , 3874713.00
   123 , 3896782.00
   124 , 3721211.50
   125 , 3441966.25
   126 , 3577102.00
   127 , 3201010.00
   128 , 3243543.50
   129 , 3087906.25
   130 , 2846302.75
   131 , 2909416.25
   132 , 2574533.50
   133 , 2281671.75
   134 , 2010139.00
   135 , 1982647.75
   136 , 1823192.50
   137 , 1382031.75
   138 , 1307129.38
   139 , 1002207.81
   140 ,  982301.81
   141 ,  802619.06
   142 ,  441889.06
   143 ,   87437.20
   144 ,  -94732.03
   145 , -351596.22
   146 , -518744.44
   147 , -557412.50
   148 , -1024682.00
   149 , -1216615.88
   150 , -1608906.25
   151 , -1654962.88
   152 , -1915821.88
   153 , -2045507.25
   154 , -2280884.00
   155 , -2464114.50
   156 , -2610777.25
   157 , -2734579.00
   158 , -3029514.75
   159 , -2921241.25
   160 , -3201511.00
   161 , -3353869.75
   162 , -3344337.00
   163 , -3486998.50
   164 , -3719066.50
   165 , -3926184.50
   166 , -3938719.00
   167 , -3851878.75
   168 , -4120713.50
   169 , -3880733.00
   170 , -4181676.75
   171 , -4294700.00
   172 , -4358755.00
   173 , -4190599.50
   174 , -4114214.25
   175 , -4155894.00
   176 , -3959567.75
   177 , -4173307.50
   178 , -4126756.50
   179 , -3727528.50
   180 , -3920527.00
   181 , -3726380.50
   182 , -3658678.00
   183 , -3392539.50
   184 , -3434182.50
   185 , -3272881.00
   186 , -3187382.25
   187 , -2980053.00
   188 , -2859598.75
   189 , -2674170.25
   190 , -2290617.75
   191 , -2242292.50
   192 , -1968220.00
   193 , -1862322.75
   194 , -1561122.00
   195 , -1521312.25
   196 , -1103119.62
   197 , -828932.88
   198 , -589339.94
   199 , -578538.38
   200 , -211719.59
   201 , -183717.02
   202 ,  162604.03
   203 ,  450597.09
   204 ,  554158.25
   205 ,  602544.31
   206 , 1106872.25
   207 , 1397536.12
   208 , 1398511.75
   209 , 1749443.00
   210 , 1876473.12
   211 , 1913313.00
   212 , 2428749.00
   213 , 2675048.00
   214 , 2648472.75
   215 , 2979118.25
   216 , 3017205.25
   217 , 3162222.00
   218 , 3366080.50
   219 , 3380006.25
   220 , 3586465.25
   221 , 3696179.50
   222 , 3764096.00
   223 , 3937900.00
   224 , 3971534.00
   225 , 4047570.00
   226 , 4154502.50
   227 , 4097460.25
   228 , 4188169.50
   229 , 4056568.25
   230 , 4122491.75
   231 , 3983872.00
   232 , 4192576.25
   233 , 4223655.50
   234 , 4118284.00
   235 , 3912028.50
   236 , 4035694.75
   237 , 3854170.50
   238 , 3613887.25
   239 , 3741920.25
   240 , 3565638.50
   241 , 3166190.50
   242 , 3387987.00
   243 , 3168791.50
   244 , 2928469.75
   245 , 2918880.75
   246 , 2586848.75
   247 , 2399616.25
   248 , 2235504.00
   249 , 2146556.25
   250 , 1843782.00
   251 , 1887369.00
   252 , 1515091.75
   253 , 1322053.12
   254 , 1138197.12
   255 ,  777132.38
